premises-FOL,conclusion-FOL,label,premise,hypothesis,count_prem
"English(thomasBarber) ∧ ProfessionalFootballer(thomasBarber)
PlayedFor(thomasBarber, astonVilla) ∧ PlayedIn(astonVilla,theFootballLeague)
PlayedAs(thomasBarber, halfBack) ∧ PlayedAs(thomasBarber, insideLeft)
ScoredTheWinningGoalIn(thomasBarber, facupfinal1913)","∃x (English(x) ∧ ProfessionalFootballer(x) ∧ ScoredTheWinningGoalIn(x, facupfinal1913))",True,"Thomas Barber was an English professional footballer.
Thomas Barber played in the Football League for Aston Villa.
Thomas Barber played as a halfback and inside left.
Thomas Barber scored the winning goal in the 1913 FA Cup Final.",An English professional footballer scored the winning goal in the 1913 FA Cup Final.,4
"∀x ∀y (PlayIn(y, x, concert) → GoodAtPlaying(y, x))
Play(peter, piano) ∧ Play(peter, violin) ∧ Play(peter, saxophone)
PlayIn(peter, piano, concert)
∃x ∃y (PlayIn(peter, x, concert) ∧ PlayIn(oliver, y, concert))
∀x (PlayIn(oliver, x, concert) → ¬PlayIn(peter, y, concert))","PlayIn(oliver, piano, concert)",False,"If a person plays an instrument in a concert, they are good at playing this kind of instrument.
Peter plays piano, violin, and saxophone.
Peter plays piano in a concert.
Oliver and Peter both play instruments in a concert.
Oliver plays a different musical instrument from Peter in the concert.",Oliver plays piano in the concert.,5
"∀x ∀y (PlayIn(y, x, concert) → GoodAtPlaying(y, x))
Play(peter, piano) ∧ Play(peter, violin) ∧ Play(peter, saxophone)
PlayIn(peter, piano, concert)
∃x ∃y (PlayIn(peter, x, concert) ∧ PlayIn(oliver, y, concert))
∀x (PlayIn(oliver, x, concert) → ¬PlayIn(peter, y, concert))","GoodAtPlaying(peter, piano)",True,"If a person plays an instrument in a concert, they are good at playing this kind of instrument.
Peter plays piano, violin, and saxophone.
Peter plays piano in a concert.
Oliver and Peter both play instruments in a concert.
Oliver plays a different musical instrument from Peter in the concert.",Peter is good at playing piano.,5
"∀x (CanControl(x, breath) → FunctionalBrainStem(x))
∀x (Human(x) ∧ CanSwim(x) → CanControl(x, breath))
∀x (Human(x) → (CanSwim(x) ∨ CanWalk(x)))
∀x (Human(x) ∧ CanWalk(x) → CanStandOnTheGround(x, themselves))
∀x (Human(x) ∧ FunctionalBrainStem(x) → CanControl(x, balance))
∀x (Human(x) ∧ CanStandOnTheGround(x, themselves) → FunctionalLegMuscle(x)))
Human(george) ∧ Human(archie)
CanControl(george, balance) ∧ CanSwim(george)
¬(CanWalk(archie) ⊕ FunctionalBrainStem(x))
","FunctionalLegMuscle(archie) ∧ CanControl(archie, balance)",True,"Functional brainstems are necessary for breath control.
All humans that can swim can control their breath. 
Humans can swim or walk. 
Humans who can walk can stand on the ground by themselves. 
Humans whose brainstems are functional can control their balance.
Every human who can stand on the ground by themselves has functional leg muscles. 
George and Archie are humans.
George can control his balance and can swim.
Archie can walk if and only if he has functional brainstems.",Archie has functional leg muscles and can control his balance.,9
"∀x (CanControl(x, breath) → FunctionalBrainStem(x))
∀x (Human(x) ∧ CanSwim(x) → CanControl(x, breath))
∀x (Human(x) → (CanSwim(x) ∨ CanWalk(x)))
∀x (Human(x) ∧ CanWalk(x) → CanStandOnTheGround(x, themselves))
∀x (Human(x) ∧ FunctionalBrainStem(x) → CanControl(x, balance))
∀x (Human(x) ∧ CanStandOnTheGround(x, themselves) → FunctionalLegMuscle(x)))
Human(george) ∧ Human(archie)
CanControl(george, balance) ∧ CanSwim(george)
¬(CanWalk(archie) ⊕ FunctionalBrainStem(x))
","¬CanControl(archie, balance) ∧ ¬FunctionalLegMuscle(x)",False,"Functional brainstems are necessary for breath control.
All humans that can swim can control their breath. 
Humans can swim or walk. 
Humans who can walk can stand on the ground by themselves. 
Humans whose brainstems are functional can control their balance.
Every human who can stand on the ground by themselves has functional leg muscles. 
George and Archie are humans.
George can control his balance and can swim.
Archie can walk if and only if he has functional brainstems.",Archie cannot control his balance and doesn't have functional leg muscles.,9
"Finding(cancerBiology, geneticAlteration) ∧ Confer(geneticAlteration, selectiveAdvantage, toCancerCell)
∃x ∃y (CancerResearcher(x) ∧ Ranked(x, importanceOfSubstitutionsToCancerGrowth) ∧ PValue(y) ∧ RankedBy(importanceOfSubstitutionsToCancerGrowth, y))
∀x (PValue(x) → ThresholdForBelief(x) ∧ ¬MetricOfEffect(x))",∀x (PValue(x) → ¬MetricsOfEffect(x)),True,"Cancer biology is finding genetic alterations that confer a selective advantage to cancer cells. 
Cancer researchers have frequently ranked the importance of substitutions to cancer growth by the P value.
P values are thresholds for belief, not metrics of effect. ",P values don't represent metrics of effect.,3
"∀x (Biodegradable(x) → EnvironmentFriendly(x))
∀x (Woodware(x) → Biodegradable(x))
∀x (Paper(x) → Woodware(x))
¬(∃x (Good(x) ∧ Bad(x)))
∀x (EnvironmentFriendly(x) → Good(x))
Paper(worksheet) ⊕ EnvironmentFriendly(worksheet)",Bad(worksheet),False,"All biodegradable things are environment-friendly. 
All woodware is biodegradable.
All paper is woodware. 
Nothing is a good thing and also a bad thing.
All environment-friendly things are good.
A worksheet is either paper or environment-friendly.",A worksheet is bad.,6
"∀x (Biodegradable(x) → EnvironmentFriendly(x))
∀x (Woodware(x) → Biodegradable(x))
∀x (Paper(x) → Woodware(x))
¬(∃x (Good(x) ∧ Bad(x)))
∀x (EnvironmentFriendly(x) → Good(x))
Paper(worksheet) ⊕ EnvironmentFriendly(worksheet)",¬Bad(worksheet),True,"All biodegradable things are environment-friendly. 
All woodware is biodegradable.
All paper is woodware. 
Nothing is a good thing and also a bad thing.
All environment-friendly things are good.
A worksheet is either paper or environment-friendly.",A worksheet is not bad.,6
"∀x (Reptile(x) → ¬Have(x, fur))
∀x (Snake(x) → Reptile(x))","∃x (Snake(x) ∧ Have(x, fur))",False,"No reptile has fur.
All snakes are reptiles.",Some snake has fur.,2
"∀x (In(x, newHaven) → ¬High(x))
∀x (YaleHousing(x) → In(x, newHaven))
∀x (In(x, manhattan) → High(x))
∀x (Bloomberg(x) → In(x, manhattan))
∀x (BloombergLogo(x) → Bloomberg(x))
YaleHousing(tower-a)
BloombergLogo(tower-b)",¬High(tower-a),True,"All buildings in New Haven are not high.
All buildings managed by Yale Housing are located in New Haven. 
All buildings in Manhattans are high. 
All buildings owned by Bloomberg are located in Manhattans. 
All buildings with the Bloomberg logo are owned by Bloomberg. 
Tower A is managed by Yale Housing.
Tower B is with the Bloomberg logo.",Tower A is low.,7
"∀x (In(x, newHaven) → ¬High(x))
∀x (YaleHousing(x) → In(x, newHaven))
∀x (In(x, manhattan) → High(x))
∀x (Bloomberg(x) → In(x, manhattan))
∀x (BloombergLogo(x) → Bloomberg(x))
YaleHousing(tower-a)
BloombergLogo(tower-b)","¬In(tower-b, manhattan)",False,"All buildings in New Haven are not high.
All buildings managed by Yale Housing are located in New Haven. 
All buildings in Manhattans are high. 
All buildings owned by Bloomberg are located in Manhattans. 
All buildings with the Bloomberg logo are owned by Bloomberg. 
Tower A is managed by Yale Housing.
Tower B is with the Bloomberg logo.",Tower B is not located in Manhattans.,7
"∀x (In(x, newHaven) → ¬High(x))
∀x (YaleHousing(x) → In(x, newHaven))
∀x (In(x, manhattan) → High(x))
∀x (Bloomberg(x) → In(x, manhattan))
∀x (BloombergLogo(x) → Bloomberg(x))
YaleHousing(tower-a)
BloombergLogo(tower-b)","¬In(tower-b, newHaven)",False,"All buildings in New Haven are not high.
All buildings managed by Yale Housing are located in New Haven. 
All buildings in Manhattans are high. 
All buildings owned by Bloomberg are located in Manhattans. 
All buildings with the Bloomberg logo are owned by Bloomberg. 
Tower A is managed by Yale Housing.
Tower B is with the Bloomberg logo.",Tower B is located in New Haven.,7
"∀x (Bird(x) → ¬Ectothermic(x))
∀x (Penguin(x) → Bird(x))
∀x (Animal(x) → Ectothermic(x) ∨ Endothermic(x))
∀x (Endothermic(x) → ProduceWithIn(x, heat, body))
Animal(ron) ∧ Animal(henry)
¬Bird(ron) ∧ ¬ProduceWithIn(ron, heat, body)
¬Cat(henry) ∧ ¬ProduceWithIn(henry, heat, body)",Penguin(henry) ⊕ Endothermic(henry),False,"No birds are ectothermic.
All penguins are birds.
An animal is ectothermic or endothermic.
All endothermic animals produce heat within the body.
Ron and Henry are both animals.
Ron is not a bird and does not produce heat with the body. 
Henry is not a cat and does not produce heat with the body. ",Either Henry is a penguin or Henry is endothermic.,7
"∀x (Bird(x) → ¬Ectothermic(x))
∀x (Penguin(x) → Bird(x))
∀x (Animal(x) → Ectothermic(x) ∨ Endothermic(x))
∀x (Endothermic(x) → ProduceWithIn(x, heat, body))
Animal(ron) ∧ Animal(henry)
¬Bird(ron) ∧ ¬ProduceWithIn(ron, heat, body)
¬Cat(henry) ∧ ¬ProduceWithIn(henry, heat, body)",¬(Penguin(ron) ⊕ Endothermic(henry)),True,"No birds are ectothermic.
All penguins are birds.
An animal is ectothermic or endothermic.
All endothermic animals produce heat within the body.
Ron and Henry are both animals.
Ron is not a bird and does not produce heat with the body. 
Henry is not a cat and does not produce heat with the body. ","Ron is either both a penguin and endothermic, or he is nether.",7
"Prehistoric(ambiortus) ∧ BirdGenus(ambiortus)
∀x(KnownSpeciesOf(x, ambiortus) → IsSpecies(x, ambiortusDementjevi))
LiveIn(ambiortusDementjevi, mongolia)
Discover(yevgenykurochkin, ambiortus)","∃x (Discover(yevgenykurochkin, x) ∧ BirdGenus(x))",True,"Ambiortus is a prehistoric bird genus.
Ambiortus Dementjevi is the only known species of Ambiortus.
Mongolia was where Ambiortus Dementjevi lived.
Yevgeny Kurochkin was the discoverer of Ambiortus.",Yevgeny Kurochkin discovered a new bird genus.,4
"Prehistoric(ambiortus) ∧ BirdGenus(ambiortus)
∀x(KnownSpeciesOf(x, ambiortus) → IsSpecies(x, ambiortusDementjevi))
LiveIn(ambiortusDementjevi, mongolia)
Discover(yevgenykurochkin, ambiortus)","∃x (KnownSpeciesOf(x, ambiortus) ∧ ¬LiveIn(x, mongolia))",False,"Ambiortus is a prehistoric bird genus.
Ambiortus Dementjevi is the only known species of Ambiortus.
Mongolia was where Ambiortus Dementjevi lived.
Yevgeny Kurochkin was the discoverer of Ambiortus.",There is a species of Ambiortus that doesn't live in Mongolia.,4
"Prehistoric(ambiortus) ∧ BirdGenus(ambiortus)
∀x(KnownSpeciesOf(x, ambiortus) → IsSpecies(x, ambiortusDementjevi))
LiveIn(ambiortusDementjevi, mongolia)
Discover(yevgenykurochkin, ambiortus)","∀x (SpeciesOf(x, ambiortus) → LiveIn(x, mongolia))",True,"Ambiortus is a prehistoric bird genus.
Ambiortus Dementjevi is the only known species of Ambiortus.
Mongolia was where Ambiortus Dementjevi lived.
Yevgeny Kurochkin was the discoverer of Ambiortus.",All species of Ambiortus live in Mongolia.,4
"∀x (Know(x, breathFirstSearch) → Know(x, howToUseQueue))
∀x (Seasoned(x) ∧ SoftwareEngineerInterviewer(x) ∧ At(x, google) → Know(x, breathFirstSearch))
∀x ((Seasoned(x) ∧ SoftwareEngineerInterviewer(x) ∧ At(x, google)) ∨ Have(x, humanRights))
∀x (Have(x, humanRights) → EntitledTo(x, rightToLifeAndLiberty))
∀x (Know(x, howToUseQueue) → Know(x, firstInFirstOutDataStructure))
∀x (EntitledTo(x, rightToLifeAndLiberty) → ¬DeprivedOfWithout(x, rights, dueProcessOfLaw))
(EntitledTo(jack, rightToLifeAndLiberty) ∨ Have(jack, humanRights) ∨ Know(jack, firstInFirstOutDataStructure))","¬DeprivedOfWithout(jack, rights, dueProcessOfLaw)",True,"Everyone that knows about breath-first-search knows how to use a queue. 
If someone is a seasoned software engineer interviewer at Google, then they know what breath-first-search is. 
Someone is either a seasoned software engineer interviewer at Google, has human rights, or both. 
Every person who has human rights is entitled to the right to life and liberty. 
Everyone that knows how to use a queue knows about the first-in-first-out data structure. 
Everyone that is entitled to the right to life and liberty cannot be deprived of their rights without due process of law. 
Jack is entitled to the right to life and liberty, has human rights, or knows about the first-in-first-out data structure. ",Jack cannot be deprived of their rights without due process of law.,7
"∀x (Know(x, breathFirstSearch) → Know(x, howToUseQueue))
∀x (Seasoned(x) ∧ SoftwareEngineerInterviewer(x) ∧ At(x, google) → Know(x, breathFirstSearch))
∀x ((Seasoned(x) ∧ SoftwareEngineerInterviewer(x) ∧ At(x, google)) ∨ Have(x, humanRights))
∀x (Have(x, humanRights) → EntitledTo(x, rightToLifeAndLiberty))
∀x (Know(x, howToUseQueue) → Know(x, firstInFirstOutDataStructure))
∀x (EntitledTo(x, rightToLifeAndLiberty) → ¬DeprivedOfWithout(x, rights, dueProcessOfLaw))
(EntitledTo(jack, rightToLifeAndLiberty) ∨ Have(jack, humanRights) ∨ Know(jack, firstInFirstOutDataStructure))","DeprivedOfWithout(jack, rights, dueProcessOfLaw)",False,"Everyone that knows about breath-first-search knows how to use a queue. 
If someone is a seasoned software engineer interviewer at Google, then they know what breath-first-search is. 
Someone is either a seasoned software engineer interviewer at Google, has human rights, or both. 
Every person who has human rights is entitled to the right to life and liberty. 
Everyone that knows how to use a queue knows about the first-in-first-out data structure. 
Everyone that is entitled to the right to life and liberty cannot be deprived of their rights without due process of law. 
Jack is entitled to the right to life and liberty, has human rights, or knows about the first-in-first-out data structure. ",Jack can be deprived of their rights without due process of law.,7
"RenamedAs(fortCarillon, fortTiconderoga)
Built(pierredeRigauddeVaudreuil, fortCarillon)
LocatedIn(fortCarillon, newFrance)
¬LocatedIn(newFrance, europe) ","∃x (Built(pierredeRigauddeVaudreuil, x) ∧ LocatedIn(x, newFrance))",True,"Fort Ticonderoga is the current name for Fort Carillon.
Pierre de Rigaud de Vaudreuil built Fort Carillon.
Fort Carillon was located in New France.
New France is not in Europe.",Pierre de Rigaud de Vaudreuil built a fort in New France.,4
"∀x (ProfessionalSoccerPlayer(x) → ¬ProfessionalBasketballPlayer(x))
∀x (NBAPlayer(x) → ProfessionalBasketballPlayer(x))
∀x (ProfessionalSoccerDefender(x) → ProfessionalSoccerPlayer(x))
∀x (ProfessionalCenterback(x) → ProfessionalSoccerDefender(x))
(NBAPlayer(stephencurry) ⊕ ProfessionalSoccerPlayer(stephencurry)) → ProfessionalBasketballPlayer(stephencurry)",ProfessionalCenterback(stephenCurry),False,"No soccer players are professional basketball players.
All NBA players are professional basketball players.
All soccer defenders are soccer players.
All centerback players are soccer defenders.
If Stephen Curry is an NBA player or a soccer player, then he is a professional basketball player.",Stephen Curry is a centerback player.,5
"∀x (ProfessionalSoccerPlayer(x) → ¬ProfessionalBasketballPlayer(x))
∀x (NBAPlayer(x) → ProfessionalBasketballPlayer(x))
∀x (ProfessionalSoccerDefender(x) → ProfessionalSoccerPlayer(x))
∀x (ProfessionalCenterback(x) → ProfessionalSoccerDefender(x))
(NBAPlayer(stephencurry) ⊕ ProfessionalSoccerPlayer(stephencurry)) → ProfessionalBasketballPlayer(stephencurry)",¬ProfessionalCenterback(stephenCurry),True,"No soccer players are professional basketball players.
All NBA players are professional basketball players.
All soccer defenders are soccer players.
All centerback players are soccer defenders.
If Stephen Curry is an NBA player or a soccer player, then he is a professional basketball player.",Stephen Curry is not a centerback player.,5
"∀x (Song(x) → ¬Visual(x))
∀x (FolkSong(x) → Song(x))
∀x (Video(x) → Visual(x))
∀x (Movie(x) → Video(x))
∀x (ScifiMovie(x) → Movie(x))
ScifiMovie(inception)
¬FolkSong(mac) ∧ ¬ScifiMovie(mac)",FolkSong(inception),False,"No songs are visuals. 
All folk songs are songs. 
All videos are visuals. 
All movies are videos.
All sci-fi movies are movies.
Inception is a sci-fi movie.
Mac is neither a folk song nor a sci-fi movie.",Inception is a folk song.,7
"∀x (Song(x) → ¬Visual(x))
∀x (FolkSong(x) → Song(x))
∀x (Video(x) → Visual(x))
∀x (Movie(x) → Video(x))
∀x (ScifiMovie(x) → Movie(x))
ScifiMovie(inception)
¬FolkSong(mac) ∧ ¬ScifiMovie(mac)",¬FolkSong(inception),True,"No songs are visuals. 
All folk songs are songs. 
All videos are visuals. 
All movies are videos.
All sci-fi movies are movies.
Inception is a sci-fi movie.
Mac is neither a folk song nor a sci-fi movie.",Inception is not a folk song.,7
