question,answer,ground_truth,query
 Animals are shy. Animals are vertebrates. Each vertebrate is not wooden. Vertebrates are felines. Each feline is not spicy. Each cat is wooden. Felines are mammals. Stella is a vertebrate. Is the following statement true or false? Stella is wooden., Stella is a vertebrate. Each vertebrate is not wooden. Stella is not wooden. ,False,Stella is wooden
 Mersenne primes are not amenable. Each Mersenne prime is a natural number. Natural numbers are not dull. Natural numbers are negative numbers. Negative numbers are transparent. Fractions are not spicy. Each negative number is a number. Numbers are not luminous. Numbers are prime numbers. Prime numbers are spicy. Prime numbers are real numbers. Each real number is small. Real numbers are composite numbers. Each composite number is brown. Composite numbers are integers. Each integer is not hot. Every integer is an even number. Alex is a prime number. Is the following statement true or false? Alex is spicy., Alex is a prime number. Prime numbers are spicy. Alex is spicy. ,True,Alex is spicy
 Each Mersenne prime is bright. Every Mersenne prime is a real number. Real numbers are not blue. Real numbers are natural numbers. Every natural number is metallic. Fractions are blue. Every natural number is a number. Every number is transparent. Numbers are negative numbers. Max is a real number. Is the following statement true or false? Max is blue., Max is a real number. Real numbers are not blue. Max is not blue. ,False,Max is blue
 Negative numbers are mean. Negative numbers are composite numbers. Each composite number is shy. Composite numbers are numbers. Every number is not wooden. Each number is an even number. Every even number is not dull. Every prime number is not shy. Even numbers are natural numbers. Each natural number is sweet. Natural numbers are Mersenne primes. Each Mersenne prime is floral. Mersenne primes are real numbers. Real numbers are blue. Real numbers are fractions. Wren is a composite number. Is the following statement true or false? Wren is shy., Wren is a composite number. Each composite number is shy. Wren is shy. ,True,Wren is shy
 Dogs are shy. Every dog is a cat. Cats are metallic. Each cat is an animal. Felines are opaque. Every animal is small. Every animal is a sheep. Each sheep is not spicy. Each sheep is a cow. Cows are not bright. Cows are vertebrates. Every vertebrate is not opaque. Each vertebrate is a snake. Snakes are amenable. Every snake is a mammal. Each mammal is not hot. Every mammal is a carnivore. Polly is a vertebrate. Is the following statement true or false? Polly is opaque., Polly is a vertebrate. Every vertebrate is not opaque. Polly is not opaque. ,False,Polly is opaque
 Every number is not floral. Numbers are fractions. Each fraction is blue. Fractions are natural numbers. Natural numbers are not small. Every natural number is a prime number. Each composite number is floral. Alex is a number. Is the following statement true or false? Alex is floral., Alex is a number. Every number is not floral. Alex is not floral. ,False,Alex is floral
 Lepidopterans are aggressive. Lepidopterans are butterflies. Butterflies are dull. Each spider is not dull. Every butterfly is an insect. Each insect is not happy. Insects are invertebrates. Max is a butterfly. Is the following statement true or false? Max is not dull., Max is a butterfly. Butterflies are dull. Max is dull. ,False,Max is not dull
 Sheep are not dull. Snakes are dull. Each snake is a mammal. Mammals are sweet. Mammals are cows. Polly is a snake. Is the following statement true or false? Polly is not dull., Polly is a snake. Snakes are dull. Polly is dull. ,False,Polly is not dull
 Every cat is luminous. Every cat is a carnivore. Every carnivore is sour. Each carnivore is a feline. Dogs are not sour. Every feline is not dull. Felines are cows. Cows are not cold. Cows are sheep. Every sheep is transparent. Every sheep is a vertebrate. Stella is a carnivore. Is the following statement true or false? Stella is not sour., Stella is a carnivore. Every carnivore is sour. Stella is sour. ,False,Stella is not sour
 Mersenne primes are small. Every natural number is not small. Natural numbers are fractions. Fractions are angry. Fractions are integers. Each integer is sweet. Integers are real numbers. Rex is a natural number. Is the following statement true or false? Rex is not small., Rex is a natural number. Every natural number is not small. Rex is not small. ,True,Rex is not small
 Every vertebrate is not opaque. Each vertebrate is a carnivore. Cats are opaque. Carnivores are not earthy. Every carnivore is a mammal. Rex is a vertebrate. Is the following statement true or false? Rex is not opaque., Rex is a vertebrate. Every vertebrate is not opaque. Rex is not opaque. ,True,Rex is not opaque
 Integers are not small. Composite numbers are not liquid. Composite numbers are natural numbers. Natural numbers are small. Each natural number is a fraction. Fractions are not blue. Fractions are negative numbers. Negative numbers are opaque. Every negative number is a number. Each number is dull. Every number is a real number. Real numbers are temperate. Real numbers are prime numbers. Prime numbers are not fruity. Each prime number is a Mersenne prime. Mersenne primes are shy. Each Mersenne prime is an even number. Alex is a natural number. Is the following statement true or false? Alex is small., Alex is a natural number. Natural numbers are small. Alex is small. ,True,Alex is small
 Every composite number is bright. Each composite number is a negative number. Negative numbers are liquid. Negative numbers are even numbers. Even numbers are happy. Even numbers are numbers. Every integer is not red. Every number is cold. Each number is a Mersenne prime. Every Mersenne prime is large. Mersenne primes are natural numbers. Each natural number is red. Each natural number is a fraction. Fractions are angry. Every fraction is a real number. Each real number is floral. Real numbers are prime numbers. Alex is a natural number. Is the following statement true or false? Alex is red., Alex is a natural number. Each natural number is red. Alex is red. ,True,Alex is red
 Every animal is happy. Animals are sheep. Sheep are hot. Sheep are snakes. Each snake is not dull. Cats are not hot. Snakes are felines. Fae is a sheep. Is the following statement true or false? Fae is not hot., Fae is a sheep. Sheep are hot. Fae is hot. ,False,Fae is not hot
 Moths are bitter. Each moth is an invertebrate. Each invertebrate is not fruity. Invertebrates are arthropods. Arthropods are not dull. Arthropods are crustaceans. Each crustacean is not angry. Crustaceans are lepidopterans. Each ant is fruity. Wren is an invertebrate. Is the following statement true or false? Wren is not fruity., Wren is an invertebrate. Each invertebrate is not fruity. Wren is not fruity. ,True,Wren is not fruity
 Cows are large. Every cow is a cat. Every cat is feisty. Sheep are not dull. Cats are snakes. Snakes are temperate. Each snake is a carnivore. Every carnivore is dull. Carnivores are felines. Felines are amenable. Each feline is a mammal. Sally is a carnivore. Is the following statement true or false? Sally is dull., Sally is a carnivore. Every carnivore is dull. Sally is dull. ,True,Sally is dull
 Arthropods are temperate. Arthropods are animals. Every animal is opaque. Animals are lepidopterans. Lepidopterans are not shy. Lepidopterans are butterflies. Every butterfly is dull. Crustaceans are not temperate. Each butterfly is a spider. Polly is an arthropod. Is the following statement true or false? Polly is temperate., Polly is an arthropod. Arthropods are temperate. Polly is temperate. ,True,Polly is temperate
 Every ant is luminous. Each ant is a moth. Every moth is small. Moths are arthropods. Every arthropod is not amenable. Each arthropod is an invertebrate. Every invertebrate is hot. Invertebrates are lepidopterans. Lepidopterans are orange. Each lepidopteran is a crustacean. Crustaceans are not happy. Crustaceans are insects. Animals are bright. Each insect is not bright. Every insect is a butterfly. Butterflies are bitter. Butterflies are spiders. Rex is an insect. Is the following statement true or false? Rex is bright., Rex is an insect. Each insect is not bright. Rex is not bright. ,False,Rex is bright
 Moths are spicy. Each moth is an ant. Ants are fruity. Each ant is an insect. Insects are amenable. Every insect is an arthropod. Each arthropod is wooden. Each arthropod is an animal. Animals are not transparent. Each animal is a lepidopteran. Lepidopterans are not feisty. Each lepidopteran is a crustacean. Crustaceans are dull. Each crustacean is a butterfly. Each butterfly is cold. Spiders are not dull. Each butterfly is an invertebrate. Alex is a crustacean. Is the following statement true or false? Alex is not dull., Alex is a crustacean. Crustaceans are dull. Alex is dull. ,False,Alex is not dull
