question,answer,ground_truth,query
 Each crustacean is not orange. Every moth is not dull. Each moth is an invertebrate. Every invertebrate is small. Each invertebrate is a butterfly. Butterflies are temperate. Butterflies are ants. Each ant is nervous. Ants are lepidopterans. Lepidopterans are not fruity. Each lepidopteran is a spider. Every spider is orange. Every spider is an insect. Every insect is opaque. Insects are arthropods. Every arthropod is spicy. Arthropods are animals. Fae is an invertebrate. Is the following statement true or false? Fae is orange., Fae is an invertebrate. Each invertebrate is a butterfly. Fae is a butterfly. Butterflies are ants. Fae is an ant. Ants are lepidopterans. Fae is a lepidopteran. Each lepidopteran is a spider. Fae is a spider. Every spider is orange. Fae is orange. ,True,Fae is orange
 Every real number is not fruity. Each real number is a negative number. Negative numbers are not happy. Negative numbers are fractions. Fractions are not brown. Fractions are composite numbers. Composite numbers are transparent. Composite numbers are Mersenne primes. Each Mersenne prime is not temperate. Every Mersenne prime is a natural number. Natural numbers are wooden. Natural numbers are prime numbers. Every number is temperate. Prime numbers are dull. Each prime number is an integer. Every integer is large. Integers are even numbers. Stella is a real number. Is the following statement true or false? Stella is temperate., Stella is a real number. Each real number is a negative number. Stella is a negative number. Negative numbers are fractions. Stella is a fraction. Fractions are composite numbers. Stella is a composite number. Composite numbers are Mersenne primes. Stella is a Mersenne prime. Each Mersenne prime is not temperate. Stella is not temperate. ,False,Stella is temperate
 Every sheep is wooden. Sheep are cats. Cats are brown. Cats are felines. Every feline is angry. Felines are mammals. Every snake is not shy. Every mammal is small. Each mammal is a vertebrate. Every vertebrate is sweet. Each vertebrate is a carnivore. Carnivores are shy. Carnivores are dogs. Every dog is not floral. Each dog is a cow. Every cow is not opaque. Cows are animals. Rex is a cat. Is the following statement true or false? Rex is not shy., Rex is a cat. Cats are felines. Rex is a feline. Felines are mammals. Rex is a mammal. Each mammal is a vertebrate. Rex is a vertebrate. Each vertebrate is a carnivore. Rex is a carnivore. Carnivores are shy. Rex is shy. ,False,Rex is not shy
 Each even number is temperate. Each even number is a Mersenne prime. Numbers are mean. Mersenne primes are not floral. Mersenne primes are integers. Every integer is not brown. Integers are natural numbers. Every natural number is not small. Each natural number is a real number. Every real number is not mean. Real numbers are fractions. Fractions are not opaque. Each fraction is a prime number. Prime numbers are metallic. Every prime number is a negative number. Each negative number is bitter. Each negative number is a composite number. Sally is an even number. Is the following statement true or false? Sally is not mean., Sally is an even number. Each even number is a Mersenne prime. Sally is a Mersenne prime. Mersenne primes are integers. Sally is an integer. Integers are natural numbers. Sally is a natural number. Each natural number is a real number. Sally is a real number. Every real number is not mean. Sally is not mean. ,True,Sally is not mean
 Real numbers are not sour. Each real number is a fraction. Each fraction is floral. Fractions are integers. Each integer is not metallic. Integers are negative numbers. Each negative number is small. Every negative number is an even number. Each even number is not feisty. Each even number is a composite number. Mersenne primes are feisty. Composite numbers are orange. Composite numbers are numbers. Every number is dull. Numbers are prime numbers. Every prime number is opaque. Prime numbers are natural numbers. Max is a real number. Is the following statement true or false? Max is not feisty., Max is a real number. Each real number is a fraction. Max is a fraction. Fractions are integers. Max is an integer. Integers are negative numbers. Max is a negative number. Every negative number is an even number. Max is an even number. Each even number is not feisty. Max is not feisty. ,True,Max is not feisty
 Each even number is luminous. Even numbers are negative numbers. Each negative number is not small. Negative numbers are integers. Every integer is not dull. Each integer is a fraction. Fractions are not opaque. Natural numbers are sour. Fractions are Mersenne primes. Every Mersenne prime is not sour. Mersenne primes are composite numbers. Every composite number is kind. Composite numbers are numbers. Each number is nervous. Numbers are real numbers. Every real number is cold. Each real number is a prime number. Fae is an even number. Is the following statement true or false? Fae is not sour., Fae is an even number. Even numbers are negative numbers. Fae is a negative number. Negative numbers are integers. Fae is an integer. Each integer is a fraction. Fae is a fraction. Fractions are Mersenne primes. Fae is a Mersenne prime. Every Mersenne prime is not sour. Fae is not sour. ,True,Fae is not sour
 Every fraction is not fruity. Fractions are real numbers. Real numbers are not large. Every real number is an integer. Integers are not red. Composite numbers are not opaque. Each integer is a negative number. Negative numbers are mean. Each negative number is a Mersenne prime. Mersenne primes are opaque. Mersenne primes are even numbers. Each even number is nervous. Each even number is a number. Every number is hot. Each number is a prime number. Every prime number is spicy. Each prime number is a natural number. Stella is a fraction. Is the following statement true or false? Stella is opaque., Stella is a fraction. Fractions are real numbers. Stella is a real number. Every real number is an integer. Stella is an integer. Each integer is a negative number. Stella is a negative number. Each negative number is a Mersenne prime. Stella is a Mersenne prime. Mersenne primes are opaque. Stella is opaque. ,True,Stella is opaque
 Ants are blue. Each ant is an insect. Crustaceans are not luminous. Every insect is bright. Insects are moths. Every moth is small. Every moth is an animal. Animals are fruity. Each animal is an invertebrate. Invertebrates are luminous. Each invertebrate is an arthropod. Arthropods are not opaque. Arthropods are butterflies. Sam is an ant. Is the following statement true or false? Sam is luminous., Sam is an ant. Each ant is an insect. Sam is an insect. Insects are moths. Sam is a moth. Every moth is an animal. Sam is an animal. Each animal is an invertebrate. Sam is an invertebrate. Invertebrates are luminous. Sam is luminous. ,True,Sam is luminous
 Natural numbers are opaque. Every natural number is a negative number. Each negative number is earthy. Negative numbers are numbers. Every number is cold. Each number is a fraction. Fractions are sweet. Every fraction is a real number. Every real number is mean. Real numbers are Mersenne primes. Mersenne primes are nervous. Each Mersenne prime is an even number. Every even number is small. Even numbers are composite numbers. Each composite number is bright. Each integer is not mean. Composite numbers are prime numbers. Wren is a natural number. Is the following statement true or false? Wren is not mean., Wren is a natural number. Every natural number is a negative number. Wren is a negative number. Negative numbers are numbers. Wren is a number. Each number is a fraction. Wren is a fraction. Every fraction is a real number. Wren is a real number. Every real number is mean. Wren is mean. ,False,Wren is not mean
 Each sheep is not fruity. Every sheep is a feline. Felines are not bitter. Each feline is a mammal. Mammals are orange. Each mammal is a snake. Every snake is shy. Every snake is an animal. Animals are hot. Animals are carnivores. Carnivores are not transparent. Each carnivore is a cat. Every cat is not metallic. Dogs are metallic. Every cat is a vertebrate. Every vertebrate is not dull. Vertebrates are cows. Rex is a mammal. Is the following statement true or false? Rex is metallic., Rex is a mammal. Each mammal is a snake. Rex is a snake. Every snake is an animal. Rex is an animal. Animals are carnivores. Rex is a carnivore. Each carnivore is a cat. Rex is a cat. Every cat is not metallic. Rex is not metallic. ,False,Rex is metallic
 Every lepidopteran is small. Invertebrates are not bright. Each lepidopteran is an ant. Every ant is not brown. Every ant is a moth. Moths are mean. Every moth is a spider. Spiders are temperate. Spiders are butterflies. Every butterfly is bright. Every butterfly is an insect. Every insect is happy. Every insect is an animal. Rex is a lepidopteran. Is the following statement true or false? Rex is not bright., Rex is a lepidopteran. Each lepidopteran is an ant. Rex is an ant. Every ant is a moth. Rex is a moth. Every moth is a spider. Rex is a spider. Spiders are butterflies. Rex is a butterfly. Every butterfly is bright. Rex is bright. ,False,Rex is not bright
