Unnamed: 0,question,answer,ground_truth,query
950, Each moth is transparent. Every moth is an animal. Every animal is bright. Animals are lepidopterans. Lepidopterans are fruity. Every lepidopteran is a crustacean. Crustaceans are liquid. Every crustacean is an arthropod. Insects are not cold. Arthropods are cold. Each arthropod is an ant. Each ant is orange. Every ant is a butterfly. Each butterfly is small. Each butterfly is an invertebrate. Max is a lepidopteran. Is the following statement true or false? Max is not cold., Max is a lepidopteran. Every lepidopteran is a crustacean. Max is a crustacean. Every crustacean is an arthropod. Max is an arthropod. Arthropods are cold. Max is cold. ,False,Max is not cold
951, Every Mersenne prime is not cold. Each integer is not sweet. Every Mersenne prime is a number. Every number is fruity. Numbers are negative numbers. Each negative number is not amenable. Each negative number is a real number. Real numbers are large. Real numbers are prime numbers. Each prime number is brown. Every prime number is a composite number. Every composite number is wooden. Every composite number is a fraction. Each fraction is bright. Fractions are natural numbers. Each natural number is sweet. Every natural number is an even number. Max is a composite number. Is the following statement true or false? Max is not sweet., Max is a composite number. Every composite number is a fraction. Max is a fraction. Fractions are natural numbers. Max is a natural number. Each natural number is sweet. Max is sweet. ,False,Max is not sweet
952, Each sheep is nervous. Sheep are dogs. Every dog is floral. Dogs are carnivores. Every carnivore is not red. Carnivores are cows. Every feline is red. Every cow is opaque. Cows are vertebrates. Every vertebrate is mean. Vertebrates are snakes. Each snake is hot. Snakes are cats. Every cat is dull. Cats are animals. Every animal is large. Every animal is a mammal. Wren is a sheep. Is the following statement true or false? Wren is red., Wren is a sheep. Sheep are dogs. Wren is a dog. Dogs are carnivores. Wren is a carnivore. Every carnivore is not red. Wren is not red. ,False,Wren is red
953, Every animal is bright. Animals are felines. Felines are kind. Every feline is a vertebrate. Vertebrates are small. Each vertebrate is a cat. Every cat is not feisty. Cats are cows. Cows are temperate. Each cow is a snake. Snakes are not earthy. Every mammal is feisty. Each snake is a sheep. Max is a feline. Is the following statement true or false? Max is feisty., Max is a feline. Every feline is a vertebrate. Max is a vertebrate. Each vertebrate is a cat. Max is a cat. Every cat is not feisty. Max is not feisty. ,False,Max is feisty
954, Dogs are small. Each animal is not floral. Animals are cows. Each cow is cold. Cows are snakes. Every snake is transparent. Every snake is a sheep. Sheep are not dull. Every sheep is a vertebrate. Every vertebrate is not small. Vertebrates are cats. Every cat is blue. Cats are carnivores. Each carnivore is happy. Carnivores are mammals. Mammals are luminous. Each mammal is a feline. Alex is a snake. Is the following statement true or false? Alex is not small., Alex is a snake. Every snake is a sheep. Alex is a sheep. Every sheep is a vertebrate. Alex is a vertebrate. Every vertebrate is not small. Alex is not small. ,True,Alex is not small
955, Every snake is not cold. Snakes are vertebrates. Vertebrates are large. Carnivores are not sour. Vertebrates are mammals. Mammals are not fruity. Mammals are animals. Every animal is feisty. Each animal is a feline. Felines are sour. Felines are cows. Every cow is bright. Each cow is a sheep. Each sheep is luminous. Every sheep is a cat. Every cat is kind. Cats are dogs. Alex is a mammal. Is the following statement true or false? Alex is not sour., Alex is a mammal. Mammals are animals. Alex is an animal. Each animal is a feline. Alex is a feline. Felines are sour. Alex is sour. ,False,Alex is not sour
956, Each cat is floral. Every snake is not liquid. Every cat is a mammal. Every mammal is hot. Every mammal is a cow. Cows are not mean. Every cow is a dog. Dogs are not opaque. Dogs are vertebrates. Vertebrates are orange. Each vertebrate is a sheep. Sheep are not shy. Sheep are carnivores. Each carnivore is bitter. Carnivores are animals. Animals are liquid. Animals are felines. Wren is a sheep. Is the following statement true or false? Wren is not liquid., Wren is a sheep. Sheep are carnivores. Wren is a carnivore. Carnivores are animals. Wren is an animal. Animals are liquid. Wren is liquid. ,False,Wren is not liquid
957, Every cow is opaque. Cows are mammals. Each mammal is not happy. Every mammal is a carnivore. Carnivores are earthy. Carnivores are felines. Each feline is not temperate. Every feline is a dog. Dogs are brown. Each dog is a snake. Snakes are not dull. Snakes are animals. Animals are not mean. Animals are sheep. Cats are not earthy. Sheep are wooden. Each sheep is a vertebrate. Sally is a cow. Is the following statement true or false? Sally is not earthy., Sally is a cow. Cows are mammals. Sally is a mammal. Every mammal is a carnivore. Sally is a carnivore. Carnivores are earthy. Sally is earthy. ,False,Sally is not earthy
958, Each mammal is not bitter. Each mammal is an animal. Animals are mean. Animals are sheep. Sheep are not large. Each sheep is a feline. Felines are transparent. Felines are cats. Cats are not red. Cats are vertebrates. Vertebrates are luminous. Each vertebrate is a snake. Every snake is temperate. Snakes are carnivores. Each carnivore is nervous. Each carnivore is a cow. Each dog is red. Polly is a sheep. Is the following statement true or false? Polly is not red., Polly is a sheep. Each sheep is a feline. Polly is a feline. Felines are cats. Polly is a cat. Cats are not red. Polly is not red. ,True,Polly is not red
959, Every natural number is not amenable. Every natural number is an integer. Every integer is not sour. Each integer is a prime number. Every prime number is transparent. Every composite number is not transparent. Prime numbers are numbers. Polly is a natural number. Is the following statement true or false? Polly is not transparent., Polly is a natural number. Every natural number is an integer. Polly is an integer. Each integer is a prime number. Polly is a prime number. Every prime number is transparent. Polly is transparent. ,False,Polly is not transparent
960, Snakes are temperate. Every animal is feisty. Every animal is a feline. Every feline is spicy. Felines are carnivores. Every carnivore is earthy. Each carnivore is a sheep. Sheep are not temperate. Sheep are cats. Every cat is not large. Each cat is a dog. Fae is a feline. Is the following statement true or false? Fae is temperate., Fae is a feline. Felines are carnivores. Fae is a carnivore. Each carnivore is a sheep. Fae is a sheep. Sheep are not temperate. Fae is not temperate. ,False,Fae is temperate
961, Spiders are spicy. Each spider is an animal. Animals are fruity. Animals are crustaceans. Crustaceans are opaque. Each crustacean is an ant. Ants are angry. Each ant is a butterfly. Invertebrates are not small. Every butterfly is feisty. Butterflies are arthropods. Arthropods are small. Every arthropod is a moth. Moths are not cold. Each moth is a lepidopteran. Lepidopterans are red. Lepidopterans are insects. Polly is an ant. Is the following statement true or false? Polly is small., Polly is an ant. Each ant is a butterfly. Polly is a butterfly. Butterflies are arthropods. Polly is an arthropod. Arthropods are small. Polly is small. ,True,Polly is small
962, Every ant is sour. Ants are spiders. Spiders are not bright. Every spider is a lepidopteran. Lepidopterans are not red. Lepidopterans are moths. Each moth is not metallic. Each moth is an invertebrate. Every invertebrate is hot. Insects are metallic. Invertebrates are crustaceans. Every crustacean is opaque. Crustaceans are butterflies. Every butterfly is not amenable. Every butterfly is an arthropod. Arthropods are feisty. Every arthropod is an animal. Sally is a spider. Is the following statement true or false? Sally is not metallic., Sally is a spider. Every spider is a lepidopteran. Sally is a lepidopteran. Lepidopterans are moths. Sally is a moth. Each moth is not metallic. Sally is not metallic. ,True,Sally is not metallic
963, Every cat is not nervous. Each cat is a feline. Each feline is metallic. Felines are dogs. Every dog is not bright. Dogs are cows. Each cow is fruity. Each sheep is bright. Every cow is an animal. Animals are amenable. Animals are snakes. Every snake is brown. Snakes are carnivores. Carnivores are not small. Carnivores are mammals. Mammals are spicy. Mammals are vertebrates. Rex is a cat. Is the following statement true or false? Rex is not bright., Rex is a cat. Each cat is a feline. Rex is a feline. Felines are dogs. Rex is a dog. Every dog is not bright. Rex is not bright. ,True,Rex is not bright
